Rk,Player,Pos,Age,Tm,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
116,Gorgui Dieng,C,32,ATL,20,0,8.2,0.8,2.1,.390,0.2,0.9,.235,0.6,1.2,.500,.439,0.5,0.7,.643,1.0,2.4,3.4,0.7,0.3,0.3,0.6,1.2,2.3,164,13.1,.477,.415,.341,13.4,30.3,22.0,11.1,1.5,2.8,18.9,15.5,,0.1,0.2,0.3,.083,,-3.2,-0.1,-3.3,-0.1
117,Spencer Dinwiddie,PG,28,WAS,21,21,29.7,4.6,11.7,.394,1.9,5.4,.345,2.8,6.3,.436,.474,2.3,2.7,.875,0.7,4.2,4.9,5.2,0.3,0.2,1.5,2.1,13.4,623,14.8,.521,.459,.228,2.5,14.6,8.8,27.1,0.6,0.5,10.6,21.7,,0.8,0.5,1.3,.099,,1.1,-1.3,-0.2,0.3
118,Luka Doncic,PG,22,DAL,18,18,34.7,9.4,21.2,.445,2.7,8.1,.329,6.8,13.1,.517,.508,3.8,5.7,.676,0.8,7.3,8.1,8.5,1.1,0.6,4.6,2.4,25.4,625,22.0,.535,.382,.267,2.3,23.7,12.5,45.9,1.6,1.4,16.3,36.2,,0.4,0.7,1.1,.088,,4.1,-0.4,3.6,0.9
119,Luguentz Dort,SF,22,OKC,21,21,32.4,5.8,13.4,.431,2.3,7.2,.325,3.4,6.2,.554,.518,3.0,3.5,.849,0.7,3.3,4.0,2.0,0.9,0.3,1.7,2.8,16.8,680,14.0,.564,.537,.260,2.2,10.7,6.4,10.5,1.3,0.8,10.1,22.0,,0.7,0.4,1.1,.076,,-0.9,-1.1,-2.0,0.0
120,Ayo Dosunmu,SG,22,CHI,23,0,16.1,2.4,4.9,.487,0.7,1.7,.410,1.7,3.2,.527,.558,0.3,0.7,.533,0.5,1.5,2.0,0.8,0.4,0.2,0.7,1.4,5.8,371,10.3,.560,.345,.133,3.3,10.3,6.8,6.9,1.2,1.2,12.4,16.2,,0.1,0.3,0.5,.063,,-2.0,-0.9,-2.9,-0.1
121,Devon Dotson,PG,22,CHI,2,0,6.5,0.5,1.5,.333,0.0,1.0,.000,0.5,0.5,1.000,.333,0.0,0.0,,0.0,2.5,2.5,1.5,0.0,0.0,0.5,1.0,1.0,13,5.7,.333,.667,.000,0.0,41.9,21.1,29.7,0.0,0.0,25.0,13.5,,0.0,0.0,0.0,-0.006,,-7.7,2.2,-5.4,0.0
122,Sekou Doumbouya,PF,21,LAL,2,0,8.0,2.5,4.0,.625,0.5,1.0,.500,2.0,3.0,.667,.688,1.5,2.0,.750,1.0,2.0,3.0,0.0,1.5,1.0,1.0,0.5,7.0,16,41.7,.717,.250,.500,13.3,26.1,19.8,0.0,8.9,11.3,17.0,31.3,,0.0,0.1,0.1,.330,,9.7,9.2,18.8,0.1
123,Jeff Dowtin,PG,24,GSW,2,0,3.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,6,-5.3,.000,.000,.000,0.0,34.5,18.1,0.0,0.0,0.0,0.0,7.2,,0.0,0.0,0.0,-0.079,,-17.4,-0.2,-17.7,0.0
124,PJ Dozier,SG,25,DEN,18,0,18.9,2.0,5.5,.364,0.8,2.7,.313,1.2,2.8,.412,.439,0.6,0.7,.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4,340,9.5,.463,.485,.131,4.6,16.0,10.3,11.8,1.6,1.7,11.0,15.6,,0.0,0.4,0.3,.047,,-3.5,0.2,-3.3,-0.1
125,Goran Dragic,PG,35,TOR,5,2,18.0,2.6,6.8,.382,0.8,2.8,.286,1.8,4.0,.450,.441,2.0,2.0,1.000,0.4,2.4,2.8,1.8,1.0,0.2,0.2,1.6,8.0,90,17.1,.521,.412,.294,2.3,15.4,8.5,14.8,2.8,1.1,2.5,18.8,,0.2,0.1,0.3,.166,,-0.8,1.0,0.2,0.1
126,Andre Drummond,C,28,PHI,22,10,21.4,2.6,5.5,.479,0.0,0.0,.000,2.6,5.5,.483,.479,1.2,2.1,.553,3.4,7.2,10.5,2.0,1.0,1.1,1.8,2.6,6.5,471,18.2,.501,.008,.388,17.0,36.8,26.8,13.9,2.2,4.8,21.6,17.3,,0.3,1.0,1.3,.132,,-1.0,0.5,-0.5,0.2
127,Chris Duarte,SG,24,IND,23,17,29.8,5.2,12.5,.417,1.9,5.5,.349,3.3,7.0,.469,.493,0.8,1.2,.667,0.4,3.6,4.0,2.0,1.0,0.1,1.8,1.9,13.1,685,10.3,.504,.438,.094,1.6,13.0,7.4,10.2,1.6,0.4,12.0,21.6,,-0.4,0.6,0.2,.016,,-2.0,-1.4,-3.4,-0.2
128,Kevin Durant,PF,33,BRK,22,22,36.0,10.4,19.5,.533,1.8,4.6,.382,8.6,14.8,.580,.578,6.1,7.0,.870,0.5,7.3,7.7,5.5,0.6,0.7,3.0,1.6,28.6,792,26.0,.634,.238,.360,1.4,20.4,11.3,28.1,0.9,1.7,11.7,31.2,,2.7,1.0,3.7,.225,,6.3,0.6,6.9,1.8
129,Anthony Edwards,SG,20,MIN,23,23,36.4,8.1,19.0,.428,3.0,8.7,.342,5.2,10.3,.500,.506,2.8,3.6,.780,1.4,4.9,6.3,3.6,1.6,0.7,3.4,2.3,22.0,837,16.1,.535,.455,.188,3.8,14.7,9.0,16.7,2.1,1.7,14.3,27.5,,0.3,1.1,1.4,.080,,1.3,-0.6,0.7,0.6
130,Kessler Edwards,F,21,BRK,2,0,6.0,1.5,3.0,.500,1.0,2.0,.500,0.5,1.0,.500,.667,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.0,4.0,12,18.6,.667,.667,.000,9.1,16.8,13.2,0.0,0.0,0.0,14.3,25.6,,0.0,0.0,0.0,.074,,6.0,-1.9,4.0,0.0
131,CJ Elleby,SF,21,POR,12,0,5.0,0.7,1.7,.400,0.2,0.8,.200,0.5,0.8,.600,.450,0.0,0.0,,0.1,1.2,1.3,0.3,0.0,0.0,0.4,0.7,1.5,60,3.0,.450,.500,.000,1.8,26.2,13.8,7.1,0.0,0.0,20.0,18.1,,-0.1,0.0,-0.1,-0.103,,-8.0,-2.9,-10.9,-0.1
132,Wayne Ellington,SG,34,LAL,16,2,20.8,2.2,5.4,.402,2.0,5.1,.395,0.2,0.4,.500,.586,0.3,0.3,1.000,0.2,1.3,1.5,0.7,0.4,0.1,0.4,0.9,6.6,332,9.1,.597,.931,.046,1.0,6.6,3.8,4.5,1.0,0.5,6.3,12.2,,0.3,0.1,0.5,.069,,-0.5,-1.1,-1.7,0.0
133,Joel Embiid,C,27,PHI,13,13,32.5,6.8,16.7,.410,1.4,3.5,.400,5.5,13.2,.413,.452,7.4,9.7,.762,2.1,8.9,11.0,4.2,0.9,1.7,2.8,2.5,22.5,423,23.9,.536,.207,.581,6.9,30.1,18.4,21.2,1.4,4.7,12.0,33.0,,0.6,0.7,1.3,.147,,3.2,0.0,3.2,0.5
134,Drew Eubanks,C,24,SAS,20,8,14.7,2.1,4.0,.513,0.0,0.2,.000,2.1,3.8,.539,.513,1.7,2.1,.786,1.2,3.3,4.5,1.5,0.4,0.9,1.3,1.6,5.8,294,16.4,.584,.050,.525,8.5,23.6,16.0,13.5,1.3,5.2,20.9,18.2,,0.3,0.5,0.7,.121,,-2.4,1.0,-1.4,0.0
135,Tacko Fall,C,26,CLE,7,0,2.7,0.1,0.3,.500,0.0,0.0,,0.1,0.3,.500,.500,0.1,0.6,.250,0.1,0.6,0.7,0.0,0.0,0.1,0.1,0.0,0.4,19,5.3,.399,.000,2.000,5.8,22.5,14.3,0.0,0.0,4.6,21.0,10.9,,0.0,0.0,0.0,-0.021,,-5.2,-1.4,-6.6,0.0
136,Derrick Favors,C,30,OKC,16,8,16.7,2.6,5.3,.488,0.1,0.5,.250,2.4,4.8,.513,.500,0.5,0.9,.571,1.5,3.5,5.0,0.4,0.5,0.1,0.3,1.3,5.8,267,13.8,.510,.095,.167,8.9,21.9,15.2,3.8,1.5,0.7,5.3,15.3,,0.2,0.3,0.5,.087,,-2.2,-1.7,-3.9,-0.1
137,Bruno Fernando,C,23,BOS,8,0,2.3,0.3,0.4,.667,0.0,0.0,,0.3,0.4,.667,.667,0.0,0.0,,0.1,0.1,0.3,0.1,0.0,0.1,0.4,0.4,0.5,18,2.4,.667,.000,.000,5.9,6.0,5.9,8.1,0.0,5.4,50.0,14.7,,0.0,0.0,0.0,-0.086,,-11.8,-0.3,-12.1,0.0
138,Dorian Finney-Smith,PF,28,DAL,22,22,31.2,3.4,7.8,.430,1.8,4.9,.374,1.5,3.0,.523,.547,0.6,1.0,.565,1.7,2.6,4.4,1.5,1.5,0.5,0.9,2.3,9.1,687,12.0,.552,.622,.134,5.7,9.6,7.5,7.1,2.4,1.4,9.4,13.0,,0.7,0.7,1.4,.095,,-0.5,0.2,-0.3,0.3
139,Malik Fitts,PF,24,UTA,3,0,2.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,7,3.4,,,,0.0,29.6,15.6,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.051,,-3.7,0.0,-3.7,0.0
140,Malachi Flynn,PG,23,TOR,17,0,8.2,1.0,2.9,.340,0.4,1.4,.250,0.6,1.5,.423,.400,0.2,0.3,.600,0.3,1.0,1.3,0.9,0.5,0.1,0.3,0.8,2.5,139,10.0,.412,.480,.100,3.7,14.1,8.6,15.4,2.9,1.4,8.7,17.7,,-0.1,0.1,0.1,.034,,-3.8,1.1,-2.8,0.0
141,Bryn Forbes,SG,28,SAS,21,0,13.7,2.5,5.2,.477,1.1,2.8,.414,1.3,2.4,.549,.587,0.4,0.5,.818,0.0,1.1,1.1,0.7,0.4,0.0,0.9,0.8,6.5,288,11.7,.602,.532,.101,0.4,8.5,4.4,6.8,1.5,0.3,13.7,19.6,,0.1,0.2,0.3,.050,,-1.7,-1.1,-2.8,-0.1
142,Trent Forrest,PG,23,UTA,16,0,7.6,0.6,0.9,.600,0.0,0.1,.000,0.6,0.8,.692,.600,0.4,0.5,.875,0.3,0.9,1.1,0.6,0.3,0.0,0.6,0.6,1.6,122,8.1,.675,.133,.533,3.8,11.9,8.1,10.6,1.6,0.0,35.1,10.2,,0.0,0.1,0.2,.063,,-4.6,0.9,-3.7,-0.1
143,Evan Fournier,SG,29,NYK,23,23,28.9,4.8,11.6,.416,2.7,6.7,.394,2.2,4.9,.446,.530,1.0,1.3,.767,0.5,2.3,2.8,1.7,1.0,0.2,1.3,1.7,13.3,664,12.5,.546,.581,.112,1.8,8.5,5.1,9.6,1.7,0.6,9.7,20.5,,0.4,0.4,0.8,.057,,-0.5,-1.4,-1.9,0.0
144,De'Aaron Fox,PG,24,SAC,24,24,34.8,7.5,17.5,.429,1.1,4.3,.262,6.4,13.2,.483,.461,4.0,5.5,.733,0.5,3.2,3.7,5.5,1.3,0.5,3.0,2.8,20.1,836,15.2,.506,.245,.312,1.6,9.5,5.6,25.7,1.8,1.2,12.9,27.9,,0.2,0.5,0.7,.039,,-0.8,-1.4,-2.2,0.0
145,Enes Freedom,C,29,BOS,13,0,12.7,1.7,3.8,.440,0.1,0.2,.333,1.6,3.6,.447,.450,1.2,1.4,.833,2.3,3.8,6.2,0.2,0.2,0.6,0.7,1.4,4.6,165,17.4,.518,.060,.360,19.3,32.6,25.9,1.8,0.6,4.7,13.4,17.8,,0.2,0.3,0.5,.147,,-1.3,-1.7,-3.1,0.0
146,Daniel Gafford,C,23,WAS,21,21,20.9,3.8,5.8,.653,0.0,0.0,,3.8,5.8,.653,.653,1.3,1.8,.711,2.0,4.0,5.9,1.0,0.6,2.0,1.1,2.6,8.8,439,21.1,.672,.000,.314,10.5,19.3,15.1,7.6,1.4,7.8,14.8,16.5,,1.0,0.8,1.8,.197,,0.2,2.4,2.6,0.5
147,Danilo Gallinari,PF,33,ATL,21,0,21.3,2.9,7.2,.397,1.3,3.6,.368,1.5,3.6,.427,.490,1.8,2.0,.927,0.6,3.4,4.0,1.4,0.5,0.2,0.4,1.1,8.9,448,14.2,.550,.503,.272,2.9,16.7,10.0,8.9,1.1,0.8,5.1,17.4,,0.8,0.3,1.1,.113,,0.8,-1.0,-0.2,0.2
148,Darius Garland,PG,22,CLE,22,22,34.6,7.4,15.5,.474,2.8,7.1,.391,4.6,8.5,.543,.563,2.2,2.5,.873,0.5,2.4,2.9,7.2,1.3,0.1,4.0,1.9,19.7,761,17.5,.591,.456,.161,1.6,7.4,4.6,35.0,1.8,0.2,19.2,26.0,,1.0,0.8,1.9,.118,,2.5,-0.9,1.6,0.7
149,Marcus Garrett,SG,23,MIA,4,0,2.5,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.3,0.0,10,2.2,.000,.000,.000,0.0,11.1,5.6,24.6,0.0,0.0,0.0,4.4,,0.0,0.0,0.0,.009,,-6.5,0.8,-5.7,0.0
150,Usman Garuba,PF,19,HOU,7,0,6.4,0.7,2.0,.357,0.3,1.1,.250,0.4,0.9,.500,.429,0.0,0.0,,0.9,1.7,2.6,0.9,0.3,0.6,0.3,0.6,1.7,45,17.4,.429,.571,.000,14.3,27.9,21.2,19.7,2.1,8.3,12.5,15.0,,0.0,0.1,0.1,.126,,0.6,1.8,2.4,0.0
151,Luka Garza,C,23,DET,13,2,10.5,1.3,3.0,.436,0.4,1.2,.333,0.9,1.8,.500,.500,0.8,1.1,.786,0.8,1.2,2.1,0.5,0.5,0.1,0.4,1.7,3.8,136,12.8,.554,.385,.359,8.1,13.9,10.8,8.4,2.2,0.7,10.0,15.9,,0.2,0.1,0.3,.105,,-2.4,-0.3,-2.7,0.0
152,Rudy Gay,PF,35,UTA,9,0,18.8,3.7,7.4,.493,2.4,5.1,.478,1.2,2.3,.524,.657,1.0,1.3,.750,0.9,4.2,5.1,1.3,0.2,0.3,0.9,1.6,10.8,169,20.7,.671,.687,.179,5.5,23.3,14.9,10.9,0.6,1.5,10.0,20.7,,0.6,0.2,0.8,.219,,5.0,-0.7,4.2,0.3
153,Paul George,SF,31,LAC,23,23,35.7,9.2,21.9,.419,2.8,8.6,.323,6.4,13.3,.482,.483,4.0,4.5,.893,0.4,6.8,7.3,5.5,1.8,0.4,4.3,2.6,25.1,822,18.0,.527,.394,.205,1.3,19.6,10.7,27.8,2.4,0.9,15.2,34.2,,-0.2,1.4,1.2,.069,,1.8,0.5,2.3,0.9
154,Taj Gibson,C,36,NYK,11,0,18.6,1.4,2.8,.484,0.0,0.3,.000,1.4,2.5,.536,.484,0.6,0.8,.778,1.9,2.8,4.7,0.7,0.4,1.3,1.0,3.3,3.4,205,9.6,.529,.097,.290,10.9,16.1,13.5,5.4,1.0,6.5,23.9,9.8,,0.1,0.2,0.3,.072,,-5.5,0.9,-4.6,-0.1
155,Josh Giddey,SG,19,OKC,20,20,29.4,4.3,11.0,.391,0.9,3.5,.257,3.4,7.5,.453,.432,0.9,1.3,.654,1.6,5.6,7.2,5.8,1.0,0.7,2.8,1.8,10.4,587,12.9,.447,.318,.118,5.2,19.9,12.4,32.6,1.7,2.1,19.2,21.0,,-0.5,0.6,0.1,.007,,-2.1,0.0,-2.1,0.0
156,Shai Gilgeous-Alexander,PG,23,OKC,19,19,34.9,7.4,17.9,.411,2.1,6.8,.300,5.3,11.1,.479,.468,4.4,5.6,.785,0.6,4.5,5.1,4.5,1.1,0.6,2.4,2.1,21.2,663,16.9,.519,.381,.314,1.6,13.4,7.4,23.7,1.5,1.6,10.6,28.2,,0.4,0.5,0.9,.064,,1.2,-0.8,0.4,0.4
157,Anthony Gill,PF,29,WAS,8,0,5.3,0.9,1.3,.700,0.4,0.4,1.000,0.5,0.9,.571,.850,0.6,0.8,.833,0.5,1.1,1.6,0.1,0.0,0.3,0.1,0.4,2.8,42,25.8,.870,.300,.600,10.7,21.9,16.6,3.7,0.0,3.9,7.3,14.5,,0.2,0.0,0.3,.309,,6.8,1.0,7.9,0.1
158,Rudy Gobert,C,29,UTA,23,23,31.9,5.3,7.3,.731,0.0,0.0,.000,5.3,7.2,.735,.731,4.3,6.3,.676,3.0,11.7,14.7,1.0,1.0,2.3,2.0,2.6,14.9,734,24.9,.741,.006,.868,10.9,37.8,25.1,4.6,1.5,6.0,16.3,16.4,,2.5,1.7,4.1,.271,,2.6,2.0,4.6,1.2
159,Aaron Gordon,PF,26,DEN,22,22,31.7,5.3,10.1,.520,1.0,2.8,.355,4.3,7.3,.584,.570,2.1,2.8,.742,1.8,4.1,6.0,2.3,0.6,0.8,1.5,2.1,13.6,698,16.1,.599,.278,.278,6.4,14.5,10.5,10.8,1.0,2.3,12.0,18.3,,1.2,0.6,1.9,.127,,0.2,-0.6,-0.4,0.3
160,Eric Gordon,SG,33,HOU,20,9,29.7,5.0,10.7,.467,2.3,5.3,.434,2.7,5.4,.500,.575,1.8,2.5,.714,0.2,1.8,1.9,2.8,0.6,0.6,2.4,1.0,14.1,594,12.3,.596,.495,.229,0.5,6.2,3.4,15.0,1.0,1.9,16.9,20.1,,0.3,0.3,0.5,.043,,-0.2,-1.9,-2.1,0.0
161,Devonte' Graham,PG,26,NOP,23,23,30.9,4.7,12.4,.375,2.7,7.9,.346,1.9,4.5,.427,.486,1.7,2.1,.792,0.6,1.8,2.4,4.4,1.2,0.2,1.8,1.5,13.7,711,13.0,.515,.639,.168,2.1,6.4,4.2,22.3,1.9,0.5,11.8,20.8,,0.6,0.1,0.7,.047,,0.0,-2.3,-2.2,0.0
162,Jerami Grant,PF,27,DET,21,21,33.0,6.6,16.0,.411,1.8,5.5,.330,4.8,10.5,.452,.467,5.2,6.2,.838,1.0,3.8,4.8,2.5,1.2,1.0,2.0,2.2,20.1,694,17.2,.538,.342,.387,2.9,13.6,7.8,13.9,1.8,2.6,9.7,27.0,,0.6,0.6,1.2,.085,,1.1,-0.3,0.7,0.5
163,Danny Green,SF,34,PHI,16,13,23.8,2.8,5.9,.463,2.1,4.9,.418,0.7,1.0,.688,.637,0.3,0.3,1.000,0.7,1.7,2.4,1.0,1.6,0.7,0.9,2.1,7.8,380,13.6,.646,.832,.042,3.1,7.8,5.5,6.1,3.3,2.6,13.4,13.3,,0.4,0.4,0.9,.111,,0.7,0.9,1.6,0.3
164,Draymond Green,PF,31,GSW,22,22,30.2,3.3,6.0,.557,0.3,1.0,.318,3.0,5.0,.606,.584,1.3,2.1,.596,1.2,6.8,8.0,7.8,1.3,1.0,3.1,2.6,8.2,665,16.0,.597,.168,.359,4.5,23.3,14.3,34.4,2.1,3.2,31.3,14.3,,0.9,1.6,2.5,.179,,-0.1,4.3,4.2,1.0
165,Jalen Green,SG,19,HOU,18,18,30.8,4.8,12.7,.382,1.8,6.4,.278,3.1,6.3,.487,.452,2.6,3.2,.807,0.4,2.7,3.1,2.3,0.6,0.2,2.7,1.6,14.0,555,8.1,.498,.504,.250,1.4,9.2,5.3,12.0,0.9,0.7,16.2,22.9,,-0.7,0.3,-0.4,-0.037,,-3.2,-2.6,-5.8,-0.5
166,JaMychal Green,PF,31,DEN,21,4,15.0,2.1,5.0,.425,0.5,2.3,.204,1.7,2.7,.614,.472,0.7,0.9,.778,1.0,2.5,3.5,0.9,0.9,0.5,1.2,2.3,5.4,314,11.4,.500,.462,.170,7.1,18.8,13.0,8.8,2.9,3.0,18.0,19.9,,-0.2,0.5,0.3,.040,,-4.7,0.7,-4.0,-0.2
167,Javonte Green,SG,28,CHI,23,12,20.6,2.1,4.2,.495,0.4,1.1,.385,1.7,3.1,.535,.546,0.8,1.0,.750,1.5,2.7,4.3,0.7,0.8,0.3,0.7,2.0,5.4,474,11.6,.576,.268,.247,8.2,14.5,11.4,4.5,1.9,1.5,12.9,11.5,,0.5,0.6,1.2,.117,,-1.7,-0.4,-2.1,0.0
168,Jeff Green,C,35,DEN,22,13,24.0,3.3,7.1,.468,0.8,2.6,.316,2.5,4.5,.556,.526,2.2,2.7,.800,0.4,2.3,2.7,1.1,0.3,0.5,1.0,2.0,9.6,527,11.6,.581,.365,.385,1.7,10.8,6.2,6.9,0.7,2.0,10.8,17.5,,0.5,0.4,0.9,.080,,-2.4,-1.2,-3.5,-0.2
169,Josh Green,SG,21,DAL,11,0,4.9,0.6,1.3,.500,0.0,0.2,.000,0.6,1.1,.583,.500,0.0,0.2,.000,0.4,0.6,1.0,0.4,0.2,0.1,0.2,0.5,1.3,54,10.6,.470,.143,.143,7.6,14.7,11.0,11.0,1.8,1.6,11.8,13.9,,0.0,0.1,0.1,.055,,-3.7,0.2,-3.5,0.0
170,Blake Griffin,PF,32,BRK,17,17,21.7,2.0,6.3,.318,0.5,3.3,.161,1.5,3.0,.490,.360,0.9,1.4,.696,1.2,3.7,4.9,2.0,0.5,0.6,0.5,2.3,5.5,369,8.6,.397,.523,.215,6.2,17.3,12.0,12.5,1.2,2.4,7.1,15.0,,-0.1,0.5,0.4,.047,,-4.0,0.0,-4.0,-0.2
171,Quentin Grimes,SG,21,NYK,11,0,6.8,0.6,1.7,.368,0.6,1.5,.412,0.0,0.2,.000,.553,0.0,0.0,,0.2,0.6,0.8,0.3,0.0,0.0,0.3,0.6,1.9,75,5.7,.553,.895,.000,2.8,9.9,6.4,5.7,0.0,0.0,13.6,12.9,,0.0,0.0,0.0,.017,,-2.4,-2.2,-4.6,-0.1
172,Tyrese Haliburton,SG,21,SAC,22,22,33.4,4.6,10.6,.432,1.6,4.4,.375,3.0,6.3,.471,.509,1.0,1.3,.750,1.0,2.8,3.8,5.5,1.8,0.7,1.9,1.3,11.8,735,14.7,.526,.410,.120,3.3,8.7,6.0,23.6,2.5,1.8,14.6,16.7,,0.7,0.6,1.3,.083,,0.8,0.5,1.3,0.6
173,RJ Hampton,SG,20,ORL,24,0,18.5,2.6,6.4,.405,1.0,2.6,.397,1.5,3.8,.411,.487,1.1,2.0,.563,0.3,2.8,3.1,2.4,0.5,0.2,1.5,1.4,7.3,443,10.4,.505,.412,.314,1.9,15.7,8.8,20.4,1.3,0.8,17.1,20.4,,-0.2,0.3,0.0,.002,,-2.1,-1.2,-3.3,-0.1
174,Tim Hardaway Jr,SG,29,DAL,22,19,32.2,5.0,13.1,.385,2.5,7.1,.357,2.5,6.0,.420,.483,2.0,2.8,.726,0.4,3.5,3.8,2.3,1.0,0.1,0.5,2.0,14.7,708,13.0,.512,.545,.215,1.2,12.2,6.4,11.1,1.5,0.2,3.7,20.5,,0.6,0.5,1.2,.079,,-0.5,-1.4,-1.9,0.0
175,James Harden,PG,32,BRK,23,23,35.7,5.9,14.6,.403,2.5,7.3,.347,3.3,7.3,.458,.490,6.3,7.2,.885,1.0,6.9,7.9,9.5,1.5,0.7,4.8,2.4,20.6,820,20.6,.581,.499,.493,3.1,19.5,11.6,40.0,2.0,1.7,21.4,27.8,,1.4,1.3,2.7,.157,,3.1,0.6,3.7,1.2
176,Maurice Harkless,SF,28,SAC,16,14,20.4,1.6,4.1,.385,0.6,2.5,.225,1.0,1.6,.640,.454,0.5,0.7,.727,0.2,2.6,2.8,0.6,0.5,0.5,0.4,1.6,4.2,327,6.1,.480,.615,.169,1.0,13.5,7.2,3.7,1.2,2.1,9.1,10.0,,-0.1,0.2,0.1,.019,,-3.8,-0.5,-4.4,-0.2
177,Montrezl Harrell,C,28,WAS,24,3,26.6,6.0,9.2,.650,0.1,0.3,.250,5.9,8.8,.665,.655,3.8,5.0,.752,2.6,5.8,8.4,2.3,0.5,0.7,1.3,2.0,15.8,639,26.6,.694,.036,.550,11.1,22.1,16.8,14.5,0.9,2.2,10.2,21.3,,2.9,0.8,3.7,.277,,5.2,0.6,5.8,1.3
178,Gary Harris,SG,27,ORL,18,8,25.2,2.8,7.2,.395,0.8,3.2,.259,2.0,3.9,.507,.453,0.5,0.7,.750,0.8,1.3,2.1,1.7,0.7,0.1,1.0,1.8,7.0,453,7.0,.469,.450,.093,3.2,5.6,4.4,10.4,1.4,0.4,11.8,14.4,,-0.2,0.1,-0.1,-0.008,,-4.3,-1.4,-5.8,-0.4
179,Joe Harris,SF,30,BRK,14,14,30.2,4.0,8.9,.452,2.9,6.3,.466,1.1,2.6,.417,.617,0.4,0.4,.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3,423,10.0,.624,.710,.048,1.3,12.2,7.0,4.7,0.8,0.4,11.2,14.8,,0.3,0.4,0.7,.075,,-1.2,-1.0,-2.2,0.0
180,Tobias Harris,PF,29,PHI,14,14,34.1,7.8,16.4,.476,1.2,4.1,.298,6.6,12.3,.535,.513,2.4,2.9,.829,1.0,7.2,8.2,3.7,0.4,0.5,1.7,1.4,19.2,477,18.7,.544,.249,.179,3.2,23.2,13.1,18.7,0.6,1.3,8.9,25.7,,0.6,0.4,1.0,.102,,2.1,-2.1,0.1,0.2
181,Josh Hart,PF,26,NOP,19,18,30.1,4.1,8.4,.488,0.8,2.4,.326,3.3,6.0,.553,.534,2.1,2.4,.848,1.0,5.3,6.3,3.8,0.9,0.4,1.4,2.8,11.1,572,15.1,.583,.288,.288,3.5,19.6,11.2,19.4,1.6,1.2,12.6,15.4,,1.0,0.3,1.3,.112,,-0.1,0.3,0.2,0.3
182,Isaiah Hartenstein,C,23,LAC,23,0,15.7,3.1,4.8,.649,0.1,0.1,.667,3.0,4.7,.648,.658,1.0,1.8,.585,1.9,3.0,4.9,1.5,0.8,1.1,1.0,2.3,7.4,361,23.9,.659,.027,.369,12.9,19.9,16.5,15.9,2.5,6.0,14.6,18.2,,1.1,0.8,1.9,.252,,1.0,3.3,4.2,0.6
183,Udonis Haslem,C,41,MIA,5,0,4.6,0.6,1.2,.500,0.0,0.2,.000,0.6,1.0,.600,.500,0.0,0.0,,0.2,1.0,1.2,0.2,0.0,0.2,0.0,1.0,1.2,23,9.4,.500,.167,.000,4.9,24.2,14.6,6.4,0.0,4.9,0.0,11.6,,0.0,0.0,0.1,.111,,-5.0,0.1,-4.9,0.0
184,Sam Hauser,F,24,BOS,2,0,2.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,5,-6.6,.000,1.000,.000,0.0,21.5,10.7,0.0,9.9,0.0,0.0,17.6,,0.0,0.0,0.0,-0.263,,-21.7,9.0,-12.6,0.0
185,Jaxson Hayes,C,21,NOP,19,0,12.2,2.1,4.1,.519,0.2,0.6,.364,1.9,3.5,.545,.545,1.5,1.9,.757,1.3,2.0,3.3,0.3,0.3,0.6,0.6,1.6,5.9,232,18.0,.600,.143,.481,10.8,18.3,14.4,3.5,1.1,4.9,11.4,19.4,,0.5,0.2,0.6,.129,,-1.2,-1.3,-2.5,0.0
186,Killian Hayes,PG,20,DET,17,17,25.9,2.2,6.5,.336,1.0,2.8,.362,1.2,3.7,.317,.414,0.9,0.9,.938,0.7,3.1,3.8,3.6,1.3,0.4,1.6,2.7,6.2,440,8.7,.453,.427,.145,2.7,13.9,7.9,21.6,2.4,1.5,19.3,14.2,,-0.3,0.4,0.2,.019,,-5.1,1.0,-4.1,-0.2
