Rk,Player,Pos,Age,Tm,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
400,Marko Simonovic,C,22,CHI,1,0,7.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,1.0,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7,-8.0,.266,1.000,2.000,0.0,15.6,7.9,0.0,0.0,0.0,34.7,18.1,,0.0,0.0,0.0,-0.287,,-14.3,-4.7,-19.1,0.0
401,Anfernee Simons,SG,22,POR,22,3,23.0,4.5,9.9,.459,2.0,5.4,.381,2.5,4.5,.550,.562,0.8,0.9,.947,0.5,2.1,2.6,2.2,0.5,0.2,1.1,1.6,12.0,505,15.2,.581,.541,.087,2.4,10.4,6.3,14.9,1.0,0.7,9.9,21.6,,0.8,0.0,0.8,.077,,1.3,-2.0,-0.7,0.2
402,Jericho Sims,PF,23,NYK,8,0,6.8,0.4,0.4,1.000,0.0,0.0,,0.4,0.4,1.000,1.000,0.4,0.5,.750,0.3,1.5,1.8,0.0,0.3,0.4,0.3,0.5,1.1,54,11.9,.945,.000,1.333,3.9,23.7,13.8,0.0,1.8,5.3,29.6,5.5,,0.1,0.1,0.1,.125,,-3.0,3.0,-0.1,0.0
403,Javonte Smart,G,22,MIL,1,0,29.0,2.0,7.0,.286,1.0,4.0,.250,1.0,3.0,.333,.357,3.0,4.0,.750,2.0,4.0,6.0,4.0,0.0,0.0,2.0,2.0,8.0,29,8.3,.457,.571,.571,7.3,13.9,10.7,18.0,0.0,0.0,18.6,15.9,,0.0,0.0,0.0,.044,,-5.1,-1.3,-6.5,0.0
404,Marcus Smart,PG,27,BOS,23,23,34.4,4.0,9.9,.399,1.5,4.9,.304,2.5,5.0,.491,.474,2.0,2.5,.776,0.5,3.3,3.8,5.5,2.1,0.3,1.9,2.3,11.3,791,13.3,.515,.491,.254,1.6,10.2,5.9,23.4,3.0,0.9,14.8,16.5,,0.6,1.0,1.6,.099,,-1.9,1.5,-0.5,0.3
405,Dennis Smith Jr,PG,24,POR,13,1,14.9,1.8,4.6,.383,0.3,1.2,.267,1.5,3.5,.422,.417,1.3,1.9,.680,0.2,1.6,1.8,2.9,1.5,0.2,1.2,1.3,5.2,194,14.3,.472,.250,.417,1.7,12.2,6.8,27.2,4.8,1.5,18.4,19.5,,0.0,0.2,0.2,.050,,-2.8,1.7,-1.1,0.0
406,Ish Smith,PG,33,CHO,18,1,13.6,2.2,5.3,.417,0.2,0.3,.500,2.1,5.0,.411,.432,0.2,0.4,.375,0.1,1.2,1.3,2.4,0.4,0.2,0.9,0.7,4.8,245,9.6,.432,.063,.083,0.8,9.3,4.9,25.1,1.5,1.5,13.9,19.9,,-0.2,0.0,-0.2,-0.034,,-3.8,-2.3,-6.1,-0.3
407,Jalen Smith,PF,21,PHO,7,0,5.1,1.0,2.0,.500,0.0,0.3,.000,1.0,1.7,.583,.500,0.9,1.0,.857,0.6,1.6,2.1,0.0,0.1,0.1,0.1,0.4,2.9,36,21.8,.585,.143,.500,12.1,31.1,21.9,0.0,1.3,2.4,5.5,21.8,,0.1,0.1,0.2,.229,,1.2,-1.2,0.0,0.0
408,Tony Snell,SG,30,POR,18,2,11.0,0.6,2.0,.306,0.5,1.6,.310,0.1,0.4,.286,.431,0.1,0.1,1.000,0.1,1.2,1.3,0.5,0.2,0.2,0.2,0.9,1.8,198,4.4,.439,.806,.028,1.1,12.5,6.7,5.8,0.7,1.4,7.6,8.7,,0.0,0.0,0.0,-0.006,,-4.2,-1.2,-5.5,-0.2
409,Jaden Springer,SG,19,PHI,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.010,,-5.9,-4.5,-10.4,0.0
410,Lamar Stevens,PF,24,CLE,14,0,10.5,1.1,3.0,.357,0.3,0.9,.333,0.8,2.1,.367,.405,0.3,0.5,.571,0.6,0.9,1.5,0.3,0.1,0.3,0.3,1.2,2.7,147,5.8,.421,.286,.167,6.8,8.7,7.8,3.9,0.7,2.4,8.1,14.6,,-0.1,0.1,0.1,.020,,-5.1,-0.7,-5.8,-0.1
411,Isaiah Stewart,C,20,DET,20,20,25.1,3.4,6.3,.544,0.1,0.6,.091,3.4,5.7,.588,.548,0.8,1.2,.696,2.5,5.5,8.0,1.1,0.4,1.2,1.1,2.5,7.7,502,14.2,.566,.088,.184,9.8,25.8,17.2,7.3,0.7,4.2,13.5,13.4,,0.5,0.5,1.0,.099,,-2.6,-0.6,-3.2,-0.1
412,Max Strus,SF,25,MIA,17,0,21.1,3.1,6.8,.452,2.0,4.9,.405,1.1,1.8,.581,.600,0.6,0.9,.688,0.3,2.9,3.2,0.9,0.5,0.1,0.6,1.5,8.8,358,12.7,.610,.730,.139,1.6,15.5,8.6,6.3,1.1,0.6,8.3,16.5,,0.5,0.3,0.8,.112,,0.6,0.0,0.6,0.2
413,Jalen Suggs,PG,20,ORL,21,21,27.8,4.1,12.2,.339,1.2,4.9,.255,2.9,7.4,.394,.389,2.8,3.6,.763,0.8,2.6,3.4,3.6,1.1,0.4,3.2,2.8,12.3,583,7.8,.444,.397,.296,2.9,9.9,6.4,20.7,2.0,1.4,18.7,26.3,,-1.4,0.4,-1.0,-0.085,,-4.7,-2.0,-6.8,-0.7
414,Jae'Sean Tate,SF,26,HOU,23,23,28.2,4.9,9.8,.502,0.7,2.7,.274,4.2,7.1,.589,.540,1.9,2.4,.782,2.1,4.5,6.6,2.7,0.8,0.7,2.0,3.3,12.4,649,15.2,.574,.276,.244,7.9,16.6,12.3,15.8,1.3,2.3,15.6,19.2,,0.8,0.6,1.4,.102,,-1.1,-0.3,-1.4,0.1
415,Jayson Tatum,SF,23,BOS,24,24,36.5,8.8,21.7,.406,2.7,8.4,.322,6.1,13.3,.459,.468,4.9,5.9,.830,1.1,7.7,8.8,3.7,0.9,0.8,2.5,2.5,25.2,875,19.0,.519,.388,.271,3.2,22.7,12.9,18.2,1.2,2.0,9.3,32.3,,0.7,1.1,1.8,.100,,1.9,-1.0,0.9,0.7
416,Garrett Temple,SG,35,NOP,24,9,19.1,1.9,4.8,.388,1.0,2.9,.362,0.8,2.0,.426,.496,0.8,1.0,.792,0.7,2.1,2.8,1.1,1.0,0.6,0.8,1.8,5.6,458,10.7,.529,.595,.207,3.9,12.5,8.0,8.2,2.5,2.9,13.6,13.7,,0.2,0.3,0.5,.053,,-2.4,0.2,-2.3,0.0
417,Daniel Theis,C,29,HOU,17,15,22.8,3.2,6.5,.491,0.9,3.0,.314,2.2,3.5,.644,.564,1.1,1.4,.750,1.1,3.8,4.8,0.8,0.4,0.5,1.2,2.5,8.4,388,11.0,.589,.464,.218,5.0,17.3,11.2,5.6,0.9,2.2,14.8,15.4,,0.2,0.3,0.5,.067,,-2.2,-1.0,-3.2,-0.1
418,Brodric Thomas,SG,25,BOS,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,2,-6.0,,,,53.1,0.0,26.7,0.0,0.0,0.0,100.0,22.0,,0.0,0.0,0.0,-0.423,,-9.6,-11.2,-20.7,0.0
419,Cameron Thomas,SG,20,BRK,16,0,10.7,1.4,4.1,.354,0.3,1.8,.179,1.1,2.3,.486,.392,0.7,0.9,.733,0.1,1.0,1.1,0.8,0.4,0.2,0.3,0.4,3.9,171,9.0,.433,.431,.231,1.3,9.5,5.5,10.1,1.7,1.5,5.3,19.4,,-0.1,0.2,0.0,.011,,-3.5,-0.7,-4.2,-0.1
420,Matt Thomas,SG,27,CHI,7,0,4.3,0.6,2.3,.250,0.1,1.0,.143,0.4,1.3,.333,.281,0.0,0.0,,0.0,0.3,0.3,0.0,0.1,0.1,0.0,0.1,1.3,30,-0.3,.281,.438,.000,0.0,7.3,3.7,0.0,1.6,3.0,0.0,23.4,,-0.1,0.0,-0.1,-0.185,,-8.3,-3.4,-11.8,-0.1
421,Tristan Thompson,PF,30,SAC,16,0,13.8,2.3,4.3,.522,0.0,0.0,,2.3,4.3,.522,.522,1.2,2.1,.559,2.4,3.1,5.4,0.6,0.3,0.4,0.7,1.7,5.7,221,18.1,.542,.000,.493,18.1,23.2,20.6,6.8,1.1,2.3,11.6,18.2,,0.4,0.2,0.6,.138,,0.0,-1.4,-1.3,0.0
422,JT Thor,PF,19,CHO,3,0,4.7,0.0,1.0,.000,0.0,0.7,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,1.0,0.0,14,-10.0,.000,.667,.000,0.0,15.5,7.5,0.0,0.0,0.0,0.0,9.0,,-0.1,0.0,-0.1,-0.227,,-14.5,-6.3,-20.9,-0.1
423,Matisse Thybulle,SG,24,PHI,16,5,25.5,2.4,4.8,.513,0.7,2.3,.297,1.8,2.4,.718,.586,0.4,0.4,1.000,0.5,2.1,2.6,1.1,2.0,1.4,1.1,2.1,5.9,408,12.2,.604,.487,.079,2.1,8.9,5.5,5.8,3.9,4.8,17.8,10.6,,0.1,0.6,0.8,.091,,-2.0,3.1,1.0,0.3
424,Killian Tillie,C,23,MEM,9,0,8.3,0.9,2.6,.348,0.4,1.4,.308,0.4,1.1,.400,.435,0.1,0.2,.500,0.6,0.3,0.9,0.2,0.4,0.6,0.3,1.0,2.3,75,8.8,.440,.565,.087,7.0,4.3,5.7,3.5,2.6,6.1,11.2,15.0,,0.0,0.1,0.0,.012,,-4.4,-1.8,-6.1,-0.1
425,Xavier Tillman Sr,PF,23,MEM,16,0,14.0,1.8,4.3,.412,0.3,1.3,.190,1.5,2.9,.511,.441,0.8,1.0,.750,1.0,1.9,2.9,1.4,1.2,0.4,0.7,1.0,4.5,224,15.1,.480,.309,.235,7.5,14.9,11.1,13.8,4.1,2.4,12.8,16.1,,0.1,0.3,0.4,.088,,-0.7,0.9,0.1,0.1
426,Isaiah Todd,PF,20,WAS,4,0,2.8,0.5,1.5,.333,0.5,0.8,.667,0.0,0.8,.000,.500,0.3,0.5,.500,0.3,0.3,0.5,0.0,0.5,0.3,0.3,0.3,1.8,11,23.1,.509,.500,.333,10.2,9.3,9.7,0.0,9.0,7.4,12.7,32.0,,0.0,0.0,0.0,.097,,1.9,8.5,10.4,0.0
427,Obi Toppin,PF,23,NYK,23,0,15.5,3.1,6.0,.526,0.3,1.6,.189,2.8,4.3,.650,.551,1.5,2.0,.761,1.1,2.6,3.7,1.0,0.4,0.7,1.0,1.6,8.1,357,19.2,.591,.270,.336,7.7,17.9,12.8,10.8,1.3,4.0,12.3,22.0,,0.7,0.4,1.0,.140,,0.5,0.1,0.6,0.2
428,Juan Toscano-Anderson,SF,28,GSW,22,1,16.6,2.1,4.0,.540,0.4,1.4,.290,1.7,2.5,.679,.592,0.6,0.9,.700,0.5,2.3,2.9,2.3,0.7,0.4,1.0,1.5,5.3,365,13.7,.611,.356,.230,3.7,14.4,9.4,18.8,2.0,2.4,19.4,14.0,,0.5,0.7,1.2,.161,,-1.1,2.1,1.1,0.3
429,Karl-Anthony Towns,C,26,MIN,22,22,34.3,8.5,16.8,.508,2.6,5.9,.442,6.0,11.0,.544,.585,4.3,5.2,.817,2.9,6.2,9.0,3.1,1.1,1.0,3.5,3.6,24.0,754,23.0,.626,.349,.311,8.3,19.6,13.7,16.4,1.6,2.9,15.6,27.5,,1.9,1.1,3.0,.190,,4.4,0.0,4.4,1.2
430,Gary Trent Jr,SG,23,TOR,22,21,34.2,6.0,14.5,.415,2.6,7.1,.363,3.4,7.3,.466,.505,1.8,1.9,.929,0.5,2.8,3.3,1.8,2.0,0.4,0.9,2.1,16.4,753,15.1,.535,.494,.132,1.5,9.5,5.3,8.0,2.9,1.0,5.6,20.3,,1.1,0.7,1.7,.111,,-0.2,0.5,0.3,0.4
431,PJ Tucker,PF,36,MIA,24,24,27.5,2.6,5.2,.500,1.0,2.4,.431,1.5,2.8,.561,.601,0.4,0.5,.818,1.7,3.8,5.5,1.6,0.6,0.3,0.7,2.4,6.6,660,11.1,.613,.468,.089,6.9,15.5,11.2,8.0,1.1,1.2,11.7,9.8,,1.0,0.7,1.7,.122,,-0.5,0.8,0.3,0.4
432,Myles Turner,C,25,IND,24,24,29.0,4.6,8.8,.529,1.9,4.6,.405,2.8,4.1,.667,.636,1.8,2.5,.700,1.6,5.9,7.5,1.0,0.6,2.8,1.3,2.5,12.9,695,19.5,.654,.529,.286,6.0,21.9,14.0,5.1,1.0,8.3,11.9,16.8,,1.4,1.2,2.6,.178,,1.8,1.3,3.1,0.9
433,Jonas Valanciunas,C,29,NOP,26,26,31.0,7.0,13.8,.511,1.2,2.5,.462,5.9,11.3,.522,.553,3.3,4.0,.827,3.3,8.7,12.0,2.4,0.6,0.9,2.0,3.2,18.5,807,22.8,.597,.182,.291,11.2,31.2,20.9,13.8,1.0,2.7,11.6,24.2,,2.1,0.7,2.8,.166,,2.9,-0.9,2.1,0.8
434,Denzel Valentine,SG,28,CLE,15,0,6.5,0.7,2.4,.278,0.5,1.5,.304,0.2,0.9,.231,.375,0.0,0.0,,0.4,0.7,1.1,0.2,0.3,0.0,0.4,0.6,1.8,97,3.8,.375,.639,.000,6.9,12.1,9.5,4.4,2.6,0.0,14.3,18.9,,-0.2,0.1,-0.1,-0.051,,-5.8,-0.4,-6.2,-0.1
435,Jarred Vanderbilt,PF,22,MIN,22,15,22.6,2.4,4.4,.536,0.0,0.3,.000,2.4,4.1,.571,.536,1.1,1.3,.828,3.1,5.1,8.2,1.2,1.3,0.8,1.1,3.0,5.8,498,16.2,.583,.062,.299,13.8,24.5,18.9,7.4,2.8,3.4,17.9,11.2,,0.8,1.0,1.8,.172,,-1.4,1.5,0.1,0.3
436,Fred VanVleet,PG,27,TOR,23,23,38.1,7.1,16.0,.442,3.1,8.0,.391,4.0,8.0,.492,.539,2.5,2.9,.866,0.7,4.2,5.0,6.1,1.5,0.6,3.2,2.7,19.8,876,17.5,.572,.499,.182,2.0,12.8,7.1,25.3,1.9,1.6,15.7,23.1,,1.5,0.7,2.1,.117,,2.3,-0.2,2.0,0.9
437,Devin Vassell,SF,21,SAS,18,0,25.0,4.4,9.5,.468,1.8,4.7,.388,2.6,4.8,.547,.564,0.9,1.2,.727,0.5,3.2,3.7,1.4,1.2,0.7,0.7,2.0,11.6,450,15.3,.578,.497,.129,2.1,13.5,7.7,7.8,2.2,2.4,6.7,18.5,,0.5,0.6,1.1,.120,,0.0,0.0,0.1,0.2
438,Gabe Vincent,PG,25,MIA,21,1,17.0,2.4,5.4,.451,1.3,3.2,.397,1.1,2.1,.533,.571,0.5,0.7,.786,0.5,1.0,1.4,2.1,0.6,0.0,1.0,1.9,6.7,356,12.4,.587,.602,.124,3.2,6.2,4.7,18.9,1.7,0.3,15.6,17.6,,0.5,0.3,0.8,.102,,-1.1,-0.2,-1.3,0.1
439,Nikola Vucevic,C,31,CHI,17,17,33.2,6.2,14.4,.429,1.6,4.4,.360,4.6,10.0,.459,.484,1.1,1.6,.643,1.7,8.9,10.6,3.9,1.0,1.0,1.6,2.4,15.0,564,16.7,.495,.306,.114,5.7,29.2,17.5,17.8,1.5,2.7,9.5,22.1,,0.3,1.0,1.3,.109,,0.7,0.1,0.8,0.4
440,Dean Wade,PF,25,CLE,16,11,22.4,1.8,4.5,.403,0.9,2.9,.298,0.9,1.6,.600,.500,0.3,0.4,.833,0.8,2.5,3.3,1.3,0.7,0.1,0.3,2.0,4.8,358,8.3,.516,.653,.083,3.7,11.9,7.9,8.1,1.5,0.2,6.3,9.7,,0.3,0.4,0.7,.097,,-2.6,1.0,-1.6,0.0
441,Franz Wagner,SF,20,ORL,24,24,31.7,5.2,12.0,.436,1.4,3.9,.366,3.8,8.1,.469,.495,1.8,2.2,.792,1.3,3.0,4.3,2.6,1.1,0.5,1.2,2.5,13.6,760,13.5,.525,.324,.185,4.3,10.1,7.2,13.7,1.7,1.5,8.5,19.2,,0.6,0.4,1.1,.069,,-0.6,-0.9,-1.5,0.1
442,Moritz Wagner,C,24,ORL,22,0,11.3,2.0,4.4,.458,1.0,2.8,.371,1.0,1.5,.618,.578,1.1,1.5,.735,0.5,2.0,2.4,0.6,0.1,0.2,0.8,1.8,6.2,248,14.5,.613,.646,.354,4.2,18.3,11.2,9.5,0.4,1.9,13.3,22.2,,0.3,0.1,0.5,.092,,0.1,-1.4,-1.3,0.0
443,Ish Wainright,F,27,PHO,5,0,4.2,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,0.0,0.4,.000,0.2,0.2,0.4,0.4,0.4,0.0,0.2,1.2,0.4,21,-2.2,.170,.400,.400,5.2,4.8,5.0,11.5,4.6,0.0,14.5,14.2,,-0.1,0.0,0.0,-0.107,,-13.6,2.4,-11.2,0.0
444,Kemba Walker,PG,31,NYK,18,18,24.5,4.2,9.8,.429,2.1,5.1,.413,2.1,4.7,.447,.537,1.1,1.4,.800,0.1,2.4,2.6,3.1,1.1,0.3,1.3,1.1,11.7,441,15.6,.559,.520,.141,0.5,10.6,5.5,20.0,2.1,1.1,11.3,21.1,,0.5,0.3,0.9,.097,,1.0,0.0,1.0,0.3
445,Lonnie Walker,SG,23,SAS,21,3,22.6,3.8,10.1,.377,1.5,5.2,.282,2.3,4.9,.480,.450,1.3,1.6,.818,0.1,2.9,3.0,2.5,0.7,0.4,1.3,1.4,10.4,475,11.1,.481,.519,.156,0.4,13.7,7.0,15.4,1.5,1.5,10.7,22.9,,-0.3,0.5,0.2,.018,,-2.3,-1.5,-3.9,-0.2
446,Brad Wanamaker,PG,32,IND,13,0,12.2,1.1,3.2,.333,0.3,1.0,.308,0.8,2.2,.345,.381,1.2,1.3,.882,0.3,1.4,1.7,2.2,0.2,0.4,1.1,1.7,3.6,158,8.5,.475,.310,.405,2.8,12.2,7.6,23.7,0.6,2.7,22.1,17.5,,0.0,0.1,0.1,.026,,-4.0,-0.9,-4.9,-0.1
447,Duane Washington Jr,PG,21,IND,2,0,2.0,1.0,1.5,.667,0.5,1.0,.500,0.5,0.5,1.000,.833,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.5,4,45.7,.833,.667,.000,0.0,26.8,13.6,0.0,0.0,0.0,0.0,32.6,,0.0,0.0,0.0,.350,,9.2,-0.2,8.9,0.0
448,PJ Washington,PF,23,CHO,13,3,24.5,3.7,7.6,.485,1.8,4.0,.462,1.8,3.6,.511,.606,1.2,1.7,.727,1.3,3.8,5.2,1.7,0.8,1.0,1.5,1.8,10.5,319,15.7,.626,.525,.222,5.4,17.0,11.1,9.5,1.5,3.8,15.5,17.0,,0.4,0.2,0.6,.096,,0.8,-1.1,-0.3,0.1
449,Yuta Watanabe,SF,27,TOR,5,0,16.8,2.0,5.2,.385,1.4,3.4,.412,0.6,1.8,.333,.519,0.6,1.2,.500,1.0,1.8,2.8,0.6,0.6,0.4,0.2,1.6,6.0,84,12.9,.524,.654,.231,6.1,12.4,9.1,5.1,1.8,2.3,3.4,15.1,,0.1,0.1,0.2,.111,,0.6,0.6,1.3,0.1
450,Trendon Watford,F,21,POR,5,0,4.8,1.0,2.2,.455,0.0,0.0,,1.0,2.2,.455,.455,0.4,0.6,.667,0.2,0.4,0.6,0.6,0.2,0.2,0.2,0.2,2.4,24,17.4,.487,.000,.273,4.5,9.4,6.9,19.9,2.0,3.9,7.5,24.1,,0.0,0.0,0.0,.063,,-0.7,-1.5,-2.2,0.0
451,Paul Watson,SF,27,OKC,3,0,23.7,0.7,4.7,.143,0.7,4.0,.167,0.0,0.7,.000,.214,0.3,0.7,.500,0.7,3.0,3.7,1.0,0.0,1.0,0.7,1.3,2.3,71,0.6,.235,.857,.143,2.8,13.2,7.9,5.8,0.0,4.1,11.8,10.2,,-0.2,0.0,-0.1,-0.091,,-6.9,-3.4,-10.3,-0.1
452,Russell Westbrook,PG,33,LAL,24,24,36.2,7.5,16.9,.446,1.4,4.3,.320,6.2,12.6,.488,.486,3.8,5.5,.684,1.3,6.6,8.0,8.6,1.3,0.2,4.6,3.2,20.3,869,16.8,.523,.254,.328,3.9,19.1,11.6,37.0,1.7,0.4,19.1,28.2,,0.3,0.9,1.2,.067,,0.1,-0.9,-0.7,0.2
453,Coby White,PG,21,CHI,9,1,17.6,2.4,7.0,.349,0.8,3.4,.226,1.7,3.6,.469,.405,0.4,0.8,.571,0.1,2.4,2.6,1.3,0.1,0.1,0.9,1.7,6.1,158,4.6,.416,.492,.111,0.7,15.2,8.0,10.6,0.3,0.6,10.8,20.6,,-0.3,0.1,-0.2,-0.056,,-6.5,-1.9,-8.4,-0.3
454,Derrick White,SG,27,SAS,21,21,31.4,4.7,11.7,.400,1.6,5.2,.300,3.1,6.4,.481,.467,1.8,2.2,.826,0.6,2.9,3.5,5.0,1.2,1.0,1.4,2.2,12.7,660,14.1,.503,.449,.188,1.9,9.9,5.8,21.6,1.9,2.7,10.2,19.2,,0.5,0.7,1.2,.089,,-0.5,0.2,-0.3,0.3
455,Hassan Whiteside,C,32,UTA,22,0,15.3,2.7,4.6,.584,0.0,0.0,,2.7,4.6,.584,.584,1.4,2.0,.698,2.0,4.4,6.4,0.3,0.2,1.3,1.0,3.0,6.7,336,19.3,.617,.000,.426,15.2,29.6,22.8,2.7,0.7,7.0,15.5,18.4,,0.7,0.6,1.4,.194,,-2.3,0.8,-1.5,0.0
456,Joe Wieskamp,G,22,SAS,2,0,2.5,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5,25.1,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,,0.0,0.0,0.0,.201,,8.4,-0.1,8.3,0.0
457,Aaron Wiggins,G,23,OKC,9,1,14.4,0.9,2.0,.444,0.7,1.8,.375,0.2,0.2,1.000,.611,0.4,0.8,.571,0.1,1.4,1.6,1.1,0.3,0.1,0.8,1.7,2.9,130,6.0,.617,.889,.389,0.8,10.4,5.5,11.1,1.1,0.7,24.9,9.3,,0.0,0.1,0.1,.032,,-6.6,-0.1,-6.7,-0.2
458,Andrew Wiggins,SF,26,GSW,23,23,30.3,6.8,14.0,.486,1.9,5.0,.383,4.9,9.0,.543,.554,2.7,3.7,.729,1.2,3.3,4.5,1.6,0.8,0.6,1.7,1.6,18.3,698,16.7,.583,.356,.263,4.4,11.3,8.0,8.4,1.2,1.8,9.8,24.6,,1.0,1.1,2.1,.144,,0.6,-1.2,-0.6,0.3
459,Grant Williams,PF,23,BOS,24,9,22.0,2.6,5.0,.512,1.5,3.4,.432,1.1,1.7,.675,.657,0.8,0.9,.909,0.6,2.7,3.3,1.2,0.3,0.6,0.5,1.9,7.5,527,13.6,.685,.669,.182,3.0,13.3,8.1,7.8,0.8,2.6,9.0,12.0,,1.2,0.5,1.7,.151,,0.4,-0.5,0.0,0.3
