Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016-17,31.0,TOT,NBA,SF,81,21,27.6,2.5,6.0,.413,0.9,2.4,.357,1.6,3.5,.451,.485,0.9,1.1,.774,1.4,4.4,5.8,1.2,1.4,0.2,0.8,2.4,6.7
2016-17,31.0,PHO,NBA,SF,57,17,28.5,2.6,6.2,.415,0.8,2.4,.338,1.8,3.8,.463,.480,1.1,1.4,.792,1.6,4.4,6.0,1.3,1.5,0.2,0.9,2.5,7.0
2016-17,31.0,TOR,NBA,SF,24,4,25.4,2.2,5.3,.406,1.0,2.5,.400,1.2,2.8,.412,.500,0.5,0.7,.688,1.0,4.4,5.4,1.1,1.3,0.2,0.6,2.2,5.8
2017-18,32.0,HOU,NBA,PF,82,34,27.8,2.1,5.4,.390,1.4,3.8,.371,0.7,1.6,.435,.520,0.5,0.7,.717,1.1,4.4,5.6,0.9,1.0,0.3,0.9,2.5,6.1
2018-19,33.0,HOU,NBA,PF,82,82,34.2,2.5,6.4,.396,1.8,4.7,.377,0.7,1.7,.449,.535,0.5,0.7,.695,1.5,4.4,5.8,1.2,1.6,0.5,0.8,3.1,7.3
2019-20,34.0,HOU,NBA,PF,72,72,34.3,2.5,5.9,.415,1.5,4.2,.358,1.0,1.8,.551,.541,0.5,0.7,.813,1.6,5.1,6.6,1.6,1.1,0.5,1.0,3.2,6.9
2020-21,35.0,TOT,NBA,PF,52,33,26.1,1.3,3.4,.373,0.8,2.3,.336,0.5,1.1,.448,.486,0.4,0.5,.750,1.0,2.9,3.9,1.2,0.8,0.4,0.8,2.4,3.7
2020-21,35.0,HOU,NBA,PF,32,32,30.0,1.5,4.1,.366,0.8,2.7,.314,0.7,1.4,.467,.469,0.6,0.7,.783,1.0,3.6,4.6,1.4,0.9,0.6,1.0,2.8,4.4
2020-21,35.0,MIL,NBA,PF,20,1,19.9,0.9,2.3,.391,0.7,1.7,.394,0.3,0.7,.385,.533,0.2,0.3,.600,0.9,1.9,2.8,0.8,0.5,0.1,0.4,1.7,2.6
2021-22,36.0,MIA,NBA,PF,15,15,27.9,2.5,5.0,.507,1.1,2.6,.410,1.5,2.4,.611,.613,0.5,0.6,.778,2.0,4.3,6.3,1.5,0.5,0.1,1.1,2.5,6.6
Career,,,NBA,,721,526,29.1,2.6,6.1,.421,1.0,2.9,.360,1.5,3.2,.475,.506,0.9,1.2,.749,1.5,4.1,5.7,1.4,1.2,0.3,1.0,2.5,7.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,PHO,NBA,,377,286,29.0,3.0,6.9,.433,0.8,2.3,.347,2.2,4.6,.475,.490,1.3,1.7,.757,1.8,4.2,5.9,1.6,1.2,0.3,1.1,2.3,8.0
4 seasons,,HOU,NBA,,268,220,31.8,2.3,5.7,.397,1.5,4.0,.365,0.8,1.6,.476,.527,0.5,0.7,.742,1.3,4.5,5.8,1.2,1.2,0.4,0.9,2.9,6.5
2 seasons,,TOR,NBA,,41,4,16.9,1.5,3.7,.420,0.6,1.5,.400,1.0,2.2,.433,.500,0.5,0.7,.633,0.8,2.9,3.7,0.7,0.8,0.1,0.5,1.6,4.1
1 season,,MIL,NBA,,20,1,19.9,0.9,2.3,.391,0.7,1.7,.394,0.3,0.7,.385,.533,0.2,0.3,.600,0.9,1.9,2.8,0.8,0.5,0.1,0.4,1.7,2.6
1 season,,MIA,NBA,,15,15,27.9,2.5,5.0,.507,1.1,2.6,.410,1.5,2.4,.611,.613,0.5,0.6,.778,2.0,4.3,6.3,1.5,0.5,0.1,1.1,2.5,6.6
