,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
10,2014-15,27.0,PHI,NBA,C,6.0,0.0,10.2,1.3,3.0,0.444,0.0,0.0,,1.3,3.0,0.444,0.444,0.3,0.7,0.5,0.7,1.5,2.2,0.3,0.0,0.2,0.8,0.3,3.0
11,2015-16,28.0,DAL,NBA,C,34.0,2.0,10.9,2.3,3.9,0.575,0.0,0.0,0.0,2.3,3.9,0.579,0.575,0.5,1.1,0.5,1.6,2.4,3.9,0.1,0.1,0.8,0.6,1.4,5.1
12,2016-17,29.0,GSW,NBA,C,77.0,10.0,9.6,2.7,4.1,0.652,0.0,0.0,0.0,2.7,4.1,0.658,0.652,0.7,1.4,0.505,1.3,1.9,3.2,0.2,0.2,0.9,0.5,1.4,6.1
13,2017-18,30.0,GSW,NBA,C,65.0,17.0,9.5,2.1,3.4,0.621,0.0,0.1,0.0,2.1,3.3,0.638,0.621,0.6,0.8,0.731,0.9,1.7,2.6,0.5,0.3,0.9,0.4,1.4,4.8
14,2018-19,31.0,LAL,NBA,C,75.0,62.0,22.3,5.3,8.5,0.624,0.0,0.2,0.083,5.3,8.4,0.634,0.625,1.3,2.0,0.632,2.6,4.9,7.5,0.7,0.6,2.0,1.4,2.8,12.0
15,2019-20,32.0,LAL,NBA,C,68.0,68.0,16.6,2.9,4.5,0.637,0.0,0.1,0.5,2.8,4.4,0.64,0.642,0.8,1.2,0.646,1.8,3.9,5.7,0.5,0.5,1.4,0.8,2.3,6.6
16,2020-21,33.0,TOT,NBA,C,46.0,2.0,14.7,3.1,6.1,0.511,0.1,0.5,0.208,3.0,5.6,0.539,0.52,1.0,1.5,0.657,1.7,3.5,5.2,0.8,0.4,1.2,1.3,2.6,7.3
17,2020-21,33.0,CLE,NBA,C,33.0,1.0,15.2,3.4,6.5,0.521,0.2,0.6,0.25,3.2,5.9,0.549,0.533,1.1,1.7,0.655,1.6,3.5,5.2,1.0,0.5,1.2,1.4,2.4,8.0
18,2020-21,33.0,DEN,NBA,C,13.0,1.0,13.5,2.5,5.2,0.478,0.0,0.3,0.0,2.5,4.8,0.508,0.478,0.6,0.9,0.667,1.8,3.5,5.3,0.5,0.2,1.1,1.2,3.2,5.5
19,2021-22,34.0,PHO,NBA,C,3.0,0.0,13.3,4.3,6.0,0.722,0.0,0.0,,4.3,6.0,0.722,0.722,0.3,2.0,0.167,0.7,4.7,5.3,0.0,0.0,0.3,1.3,2.3,9.0
20,Career,,,NBA,,750.0,319.0,17.1,3.4,5.9,0.571,0.0,0.1,0.175,3.3,5.8,0.576,0.572,1.1,1.9,0.593,1.9,3.3,5.2,0.4,0.4,1.5,1.0,2.2,7.8
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4 seasons,,WAS,NBA,,255.0,148.0,21.3,3.5,6.7,0.526,0.0,0.0,0.0,3.5,6.6,0.527,0.526,1.5,2.4,0.598,2.2,3.8,6.0,0.4,0.5,1.8,1.1,2.5,8.5
23,2 seasons,,LAL,NBA,,143.0,130.0,19.6,4.2,6.6,0.628,0.0,0.1,0.222,4.1,6.5,0.636,0.63,1.0,1.6,0.637,2.2,4.4,6.7,0.6,0.6,1.7,1.1,2.6,9.4
24,2 seasons,,GSW,NBA,,142.0,27.0,9.5,2.4,3.8,0.639,0.0,0.1,0.0,2.4,3.7,0.65,0.639,0.7,1.1,0.577,1.1,1.8,2.9,0.4,0.3,0.9,0.5,1.4,5.5
25,5 seasons,,DEN,NBA,,134.0,11.0,17.1,3.6,6.3,0.567,0.0,0.0,0.2,3.6,6.3,0.569,0.567,1.2,2.1,0.566,1.8,2.9,4.7,0.3,0.3,1.7,1.1,2.4,8.3
26,1 season,,DAL,NBA,,34.0,2.0,10.9,2.3,3.9,0.575,0.0,0.0,0.0,2.3,3.9,0.579,0.575,0.5,1.1,0.5,1.6,2.4,3.9,0.1,0.1,0.8,0.6,1.4,5.1
27,1 season,,CLE,NBA,,33.0,1.0,15.2,3.4,6.5,0.521,0.2,0.6,0.25,3.2,5.9,0.549,0.533,1.1,1.7,0.655,1.6,3.5,5.2,1.0,0.5,1.2,1.4,2.4,8.0
28,1 season,,PHI,NBA,,6.0,0.0,10.2,1.3,3.0,0.444,0.0,0.0,,1.3,3.0,0.444,0.444,0.3,0.7,0.5,0.7,1.5,2.2,0.3,0.0,0.2,0.8,0.3,3.0
29,1 season,,PHO,NBA,,3.0,0.0,13.3,4.3,6.0,0.722,0.0,0.0,,4.3,6.0,0.722,0.722,0.3,2.0,0.167,0.7,4.7,5.3,0.0,0.0,0.3,1.3,2.3,9.0
